activation,allele,dropout_probability,embedding_output_dim,fit_time,fraction_negative,impute,layer_sizes,model_params,n_training_epochs,pretrain_decay,test_auc,test_f1,test_size,test_tau,train_auc,train_f1,train_size,train_tau,layer0_size,model_string
tanh,HLA-A0301,0.5,32,6.77948403358,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.89688920436,0.590367191226,5007,0.504501895474,0.963443396226,0.789189189189,450,0.617328915093,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,13.6986889839,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.908577807307,0.65963060686,4208,0.527330126244,0.954989372864,0.767676767677,900,0.582682459503,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,14.3117170334,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.910531815432,0.628951747088,4208,0.529653299795,0.951518738734,0.738219895288,900,0.578985142335,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,11.7588269711,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.915953353766,0.621878715815,4144,0.532710820243,0.948863049763,0.756097560976,900,0.580781785734,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,12.6470429897,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.916583299256,0.645905420992,4144,0.53389011409,0.951844156515,0.77033492823,900,0.587654077102,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,10.7049908638,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.918329378858,0.674594594595,4173,0.530999523524,0.931483127572,0.73031026253,900,0.570330117053,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,13.3729140759,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.917770449594,0.65776293823,4173,0.530884741066,0.934018106996,0.70297029703,900,0.576829036322,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,7.99799799919,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.886310621414,0.555879494655,5291,0.486464646507,0.965424594785,0.805369127517,350,0.616617141939,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,5.49755501747,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.886611290307,0.550752792618,5291,0.485933647196,0.959566596195,0.780821917808,350,0.604835536853,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,5.67474603653,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.885543727212,0.548371873525,5261,0.487524210003,0.947169996083,0.759689922481,350,0.573663150875,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,7.9442820549,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.88523795317,0.540104413859,5261,0.488449460867,0.952996474736,0.787401574803,350,0.583942794466,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,5.30885696411,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.887473603173,0.608322608323,5296,0.490014026424,0.959467258602,0.789473684211,350,0.62959356763,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,6.17917609215,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.886824828798,0.610081861267,5296,0.489712441571,0.964972253052,0.791946308725,350,0.640432300284,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,1.3616039753,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.768852879317,0.369415016122,6082,0.326763469046,1.0,1.0,20,0.81397354629,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,2.97841501236,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.787189804917,0.337837837838,6082,0.354467986889,1.0,1.0,20,0.857972116359,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,1.2845659256,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.768508897977,0.0456273764259,6091,0.31741034298,1.0,1.0,20,0.737564443026,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,2.59942007065,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.770271698016,0.041825095057,6091,0.322297253311,1.0,1.0,20,0.851915519465,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,1.54274511337,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.700460469436,0.0661672908864,6090,0.231807581288,1.0,1.0,20,0.817951608781,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0301,0.5,32,2.82010602951,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.731343837102,0.0245954692557,6090,0.270321856443,1.0,1.0,20,0.817951608781,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,12.043888092,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.907660745172,0.725085910653,3790,0.581597136607,0.936518576114,0.813852813853,700,0.658389569746,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,11.0511128902,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.907868765373,0.719237435009,3790,0.582101383206,0.934016140708,0.806100217865,700,0.653614160845,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,12.6502330303,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.909969630299,0.74584717608,3836,0.581915553627,0.936250545419,0.803382663848,700,0.660091185225,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,12.0903639793,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.909648527424,0.75560995512,3836,0.580141998474,0.938690460289,0.810699588477,700,0.667134364843,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,10.6969861984,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.916754432157,0.765,3783,0.595421646381,0.938662901493,0.826666666667,700,0.676268871731,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,13.9779939651,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.915720819869,0.757956448911,3783,0.593924544879,0.940334707737,0.828244274809,700,0.678554032183,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,4.00864815712,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.887964829558,0.70955037742,4829,0.549783558902,0.979413333333,0.891891891892,200,0.725415562834,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,4.9015891552,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.888724501999,0.704912627761,4829,0.551249287148,0.981333333333,0.896551724138,200,0.740413386387,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,5.01345300674,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.887678487569,0.70406824147,4893,0.543432940739,0.97156196944,0.893617021277,200,0.717136707917,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,4.38217496872,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.884725054769,0.695997353622,4893,0.538343039498,0.967105263158,0.875,200,0.701742002201,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,5.57391190529,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.878216612823,0.669086110195,4890,0.539138644042,0.974367224367,0.87323943662,200,0.701648439725,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,3.54625892639,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.875470227881,0.663770053476,4890,0.532247309696,0.972758472758,0.879432624113,200,0.699259584109,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,8.86910796165,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.910109609877,0.724164133739,4299,0.585657333716,0.960644444444,0.822695035461,450,0.679033221946,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,8.58981585503,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.908080817354,0.719298245614,4299,0.58177287965,0.960755555556,0.823943661972,450,0.674630599185,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,7.30267906189,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.907883460804,0.73502994012,4231,0.580241162798,0.95780383032,0.848056537102,450,0.658644797356,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,8.92180895805,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.909667467342,0.738300262074,4231,0.583739622948,0.959034365491,0.842857142857,450,0.664233819788,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,8.49326181412,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.911911795645,0.739508506616,4288,0.587854255129,0.94508744856,0.807947019868,450,0.659742308584,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0203,0.5,32,8.06395292282,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.91219742394,0.734880182579,4288,0.588298775565,0.944958847737,0.806666666667,450,0.659803173228,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0201,0.5,32,1.68345093727,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.78353669159,0.298850574713,9402,0.363419579017,1.0,1.0,40,0.688562466053,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0201,0.5,32,2.88732194901,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.820963386086,0.296685954761,9402,0.412637117193,1.0,1.0,40,0.693788746631,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0201,0.5,32,3.30573105812,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.840048814456,0.530516431925,9308,0.430472336874,1.0,1.0,40,0.834126688646,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0201,0.5,32,1.97726106644,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.833924055886,0.552620718118,9308,0.418534476878,1.0,1.0,40,0.868279907394,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0201,0.5,32,1.80180692673,0.2,False,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.789507728442,0.460963272487,9374,0.364577251974,1.0,0.9375,40,0.892033795822,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': False, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
tanh,HLA-A0201,0.5,32,3.105479002,0.2,True,[64],"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}",250,1 / (1+epoch)**2,0.82470265268,0.519607843137,9374,0.413338373547,1.0,0.969696969697,40,0.902316606149,64,"{'pretrain_decay': '1 / (1+epoch)**2', 'dropout_probability': 0.5, 'layer_sizes': [64], 'fraction_negative': 0.2, 'activation': 'tanh', 'impute': True, 'embedding_output_dim': 32, 'n_training_epochs': 250}"
