activation,allele,allele_size,embedding_input_dim,embedding_output_dim,fit_time,impute,imputed_size,layer_sizes,model_params,test_auc,test_f1,test_tau,train_auc,train_f1,train_size,train_tau,layer0_size
tanh,HLA-B4403,502,21,64,1.61393094063,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.179543459175,0.0,,0.400525462575,0.0,334,,4
tanh,HLA-B4403,502,21,64,1.76315116882,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.179543459175,0.0,,0.400525462575,0.0,334,,8
tanh,HLA-B4403,502,21,64,1.78188490868,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.179543459175,0.0,,0.400525462575,0.0,334,,16
tanh,HLA-B4403,502,21,64,2.54407906532,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.179543459175,0.0,,0.400525462575,0.0,334,,64
tanh,HLA-B4403,502,21,64,3.59152388573,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.179543459175,0.0,,0.400525462575,0.0,334,,128
tanh,HLA-B4403,502,21,128,2.66442918777,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.179543459175,0.0,,0.400525462575,0.0,334,,4
tanh,HLA-B4403,502,21,128,2.75398612022,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.179543459175,0.0,,0.400525462575,0.0,334,,8
tanh,HLA-B4403,502,21,128,2.91662693024,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.179543459175,0.0,,0.400525462575,0.0,334,,16
tanh,HLA-B4403,502,21,128,4.49395990372,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.179543459175,0.0,,0.400525462575,0.0,334,,64
tanh,HLA-B4403,502,21,128,6.47808909416,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.179543459175,0.0,,0.400525462575,0.0,334,,128
tanh,HLA-B4403,502,21,5,0.264564037323,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.731562774363,0.260869565217,0.35848105473,0.95555928224,0.786324786325,334,0.610411829361,4
tanh,HLA-B4403,502,21,5,0.269917011261,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.71049165935,0.468085106383,0.343258295536,0.974453574823,0.773109243697,334,0.620749261711,8
tanh,HLA-B4403,502,21,5,0.306352138519,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.739244951712,0.379746835443,0.376987154141,0.977807591257,0.816666666667,334,0.646031446449,16
tanh,HLA-B4403,502,21,5,0.453454017639,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.817164179104,0.556962025316,0.490411634405,0.96869584661,0.813008130081,334,0.658111142679,64
tanh,HLA-B4403,502,21,5,0.572978019714,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.779631255487,0.426666666667,0.43549030712,0.980267203309,0.838709677419,334,0.6263632231,128
tanh,HLA-B4403,502,21,10,0.307490110397,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.776997366111,0.423529411765,0.407283429791,0.987646039466,0.854838709677,334,0.64262435264,4
tanh,HLA-B4403,502,21,10,0.357683897018,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.862598770852,0.571428571429,0.541452650524,0.984683324948,0.878048780488,334,0.664034839868,8
tanh,HLA-B4403,502,21,10,0.381531000137,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.86391571554,0.604166666667,0.522797308376,0.989882050422,0.861788617886,334,0.674333555244,16
tanh,HLA-B4403,502,21,10,0.529820203781,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.80860403863,0.547368421053,0.459667630544,0.991167756722,0.897637795276,334,0.679792648732,64
tanh,HLA-B4403,502,21,10,0.698657989502,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.771729587357,0.41975308642,0.425640286465,0.983956621387,0.873015873016,334,0.656833482501,128
tanh,HLA-B4403,502,21,32,0.524870872498,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.772388059701,0.41975308642,0.423103159933,0.992118061379,0.914728682171,334,0.676037102148,4
tanh,HLA-B4403,502,21,32,0.551928043365,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.822212467076,0.541666666667,0.499664684111,0.995527978087,0.890625,334,0.696402231048,8
tanh,HLA-B4403,502,21,32,0.598126173019,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.866330114135,0.5625,0.532050358081,0.995975180278,0.897637795276,334,0.697796042152,16
tanh,HLA-B4403,502,21,32,0.941797971725,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.823748902546,0.522727272727,0.482800254809,0.997316786852,0.93023255814,334,0.695473023646,64
tanh,HLA-B4403,502,21,32,1.28615808487,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.780509218613,0.5,0.469816136673,0.996590083291,0.923076923077,334,0.702442079163,128
tanh,HLA-B4403,502,21,64,0.808459043503,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.837796312555,0.511627906977,0.490859362617,0.995416177539,0.929133858268,334,0.702287211263,4
tanh,HLA-B4403,502,21,64,0.871984004974,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.834064969271,0.530612244898,0.480860099225,0.997596288222,0.93023255814,334,0.701435437811,8
tanh,HLA-B4403,502,21,64,0.951946020126,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.804433713784,0.517647058824,0.474741147,0.997540387948,0.929133858268,334,0.703564871441,16
tanh,HLA-B4403,502,21,64,1.40741801262,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.834064969271,0.571428571429,0.511753345824,0.997987590139,0.948148148148,334,0.708210908453,64
tanh,HLA-B4403,502,21,64,1.96370506287,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.766022827041,0.435897435897,0.438027433652,0.997987590139,0.940298507463,334,0.706933248274,128
tanh,HLA-B4403,502,21,128,1.32091808319,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.807945566286,0.551020408163,0.466085068243,0.997652188496,0.93023255814,334,0.698183211903,4
tanh,HLA-B4403,502,21,128,1.40756106377,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.782045654083,0.452380952381,0.465338854558,0.998826094248,0.977443609023,334,0.732447734863,8
tanh,HLA-B4403,502,21,128,1.52645993233,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.82748024583,0.528735632184,0.507126820971,0.998937894796,0.961832061069,334,0.731131357709,16
tanh,HLA-B4403,502,21,128,2.37663507462,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.843064091308,0.577777777778,0.510708646663,0.998770193974,0.9375,334,0.718316038953,64
tanh,HLA-B4403,502,21,128,3.53481817245,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.803116769096,0.493827160494,0.476681302584,0.997819889317,0.91935483871,334,0.713166681265,128
tanh,HLA-B4403,502,21,5,0.481704950333,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.265583845478,0.0,,0.38487338588,0.0,334,,4
tanh,HLA-B4403,502,21,5,0.487578868866,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.265583845478,0.0,,0.38487338588,0.0,334,,8
tanh,HLA-B4403,502,21,5,0.552497148514,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.265583845478,0.0,,0.38487338588,0.0,334,,16
tanh,HLA-B4403,502,21,5,0.724796056747,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.265583845478,0.0,,0.38487338588,0.0,334,,64
tanh,HLA-B4403,502,21,5,0.980175971985,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.265583845478,0.0,,0.38487338588,0.0,334,,128
tanh,HLA-B4403,502,21,10,0.527334928513,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.265583845478,0.0,,0.38487338588,0.0,334,,4
tanh,HLA-B4403,502,21,10,0.644612789154,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.265583845478,0.0,,0.38487338588,0.0,334,,8
tanh,HLA-B4403,502,21,10,0.686970949173,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.265583845478,0.0,,0.38487338588,0.0,334,,16
tanh,HLA-B4403,502,21,10,0.902436971664,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.265583845478,0.0,,0.38487338588,0.0,334,,64
tanh,HLA-B4403,502,21,10,1.23822307587,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.265583845478,0.0,,0.38487338588,0.0,334,,128
tanh,HLA-B4403,502,21,32,1.00458312035,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.265583845478,0.0,,0.38487338588,0.0,334,,4
tanh,HLA-B4403,502,21,32,1.06311511993,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.265583845478,0.0,,0.38487338588,0.0,334,,8
tanh,HLA-B4403,502,21,32,1.15623903275,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.265583845478,0.0,,0.38487338588,0.0,334,,16
tanh,HLA-B4403,502,21,32,1.67160797119,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.265583845478,0.0,,0.38487338588,0.0,334,,64
tanh,HLA-B4403,502,21,32,2.27950787544,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.265583845478,0.0,,0.38487338588,0.0,334,,128
tanh,HLA-B4403,502,21,64,1.50446486473,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.265583845478,0.0,,0.38487338588,0.0,334,,4
tanh,HLA-B4403,502,21,64,1.61067080498,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.265583845478,0.0,,0.38487338588,0.0,334,,8
tanh,HLA-B4403,502,21,64,1.75334000587,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.265583845478,0.0,,0.38487338588,0.0,334,,16
tanh,HLA-B4403,502,21,64,2.5436501503,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.265583845478,0.0,,0.38487338588,0.0,334,,64
tanh,HLA-B4403,502,21,64,3.61218810081,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.265583845478,0.0,,0.38487338588,0.0,334,,128
tanh,HLA-B4403,502,21,128,2.53820991516,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.265583845478,0.0,,0.38487338588,0.0,334,,4
tanh,HLA-B4403,502,21,128,2.69257903099,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.265583845478,0.0,,0.38487338588,0.0,334,,8
tanh,HLA-B4403,502,21,128,2.8448779583,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.265583845478,0.0,,0.38487338588,0.0,334,,16
tanh,HLA-B4403,502,21,128,4.39720010757,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.265583845478,0.0,,0.38487338588,0.0,334,,64
tanh,HLA-B4403,502,21,128,6.45709991455,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.265583845478,0.0,,0.38487338588,0.0,334,,128
tanh,HLA-B4403,502,21,5,0.264214038849,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.856892010536,0.37037037037,0.469547120889,0.974118173179,0.827067669173,334,0.62582601882,4
tanh,HLA-B4403,502,21,5,0.274733066559,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.880377524144,0.452830188679,0.465734004754,0.974341774275,0.796875,334,0.627088188942,8
tanh,HLA-B4403,502,21,5,0.310123920441,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.870939420544,0.28,0.452464360603,0.978031192353,0.796875,334,0.660440078226,16
tanh,HLA-B4403,502,21,5,0.454457998276,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.850087796313,0.412698412698,0.455209804221,0.981552909609,0.828125,334,0.671187648053,64
tanh,HLA-B4403,502,21,5,0.576711893082,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.883669885865,0.436363636364,0.520795401746,0.98227961317,0.872180451128,334,0.64686218752,128
tanh,HLA-B4403,502,21,10,0.291355133057,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.874012291484,0.508474576271,0.464971381527,0.982167812622,0.885496183206,334,0.652905305074,4
tanh,HLA-B4403,502,21,10,0.360687017441,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.875768217735,0.566666666667,0.438889667162,0.986528033987,0.882352941176,334,0.679563867953,8
tanh,HLA-B4403,502,21,10,0.386471986771,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.889815627744,0.576271186441,0.508288380823,0.984962826318,0.885496183206,334,0.674935910839,16
tanh,HLA-B4403,502,21,10,0.536092996597,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.85447761194,0.507042253521,0.470004694825,0.987534238918,0.870229007634,334,0.689928961985,64
tanh,HLA-B4403,502,21,10,0.703151941299,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.884108867428,0.533333333333,0.510881299794,0.991391357818,0.888888888889,334,0.699299618952,128
tanh,HLA-B4403,502,21,32,0.53164100647,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.87818261633,0.561403508772,0.466649152626,0.993627368774,0.88188976378,334,0.677957469616,4
tanh,HLA-B4403,502,21,32,0.561800956726,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.879499561018,0.55737704918,0.47015721947,0.991447258092,0.892307692308,334,0.698343429465,8
tanh,HLA-B4403,502,21,32,0.619868993759,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.877743634767,0.551724137931,0.506305560432,0.993459667952,0.90625,334,0.709970693619,16
tanh,HLA-B4403,502,21,32,0.937495946884,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.872256365233,0.575757575758,0.506763134368,0.994968975348,0.914728682171,334,0.713527718509,64
tanh,HLA-B4403,502,21,32,1.29513096809,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.851404741001,0.535211267606,0.483274338976,0.995024875622,0.933333333333,334,0.724122298017,128
tanh,HLA-B4403,502,21,64,0.792040109634,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.872036874451,0.456140350877,0.483731912912,0.995807479457,0.9375,334,0.689890714406,4
tanh,HLA-B4403,502,21,64,0.86492395401,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.863696224759,0.545454545455,0.517744908838,0.996198781374,0.947368421053,334,0.715440097481,8
tanh,HLA-B4403,502,21,64,0.919888973236,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.878621597893,0.542372881356,0.522015598909,0.996757784113,0.924242424242,334,0.725805191513,16
tanh,HLA-B4403,502,21,64,1.3582611084,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.857989464442,0.5625,0.493798539509,0.996198781374,0.93023255814,334,0.730700881684,64
tanh,HLA-B4403,502,21,64,1.94352889061,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.869183494293,0.619718309859,0.503407592169,0.996590083291,0.947368421053,334,0.731198100217,128
tanh,HLA-B4403,502,21,128,1.35925602913,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.855794556629,0.545454545455,0.502187395006,0.998546592878,0.954545454545,334,0.726378905205,4
tanh,HLA-B4403,502,21,128,1.44185018539,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.857111501317,0.515151515152,0.495628835254,0.99770808877,0.947368421053,334,0.709358732348,8
tanh,HLA-B4403,502,21,128,1.53775811195,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.857769973661,0.588235294118,0.494713687381,0.997819889317,0.955223880597,334,0.74144845151,16
tanh,HLA-B4403,502,21,128,2.40160799026,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.84657594381,0.514285714286,0.48479958543,0.997596288222,0.921875,334,0.741410203931,64
tanh,HLA-B4403,502,21,128,3.53215694427,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.853160667252,0.523076923077,0.496543983126,0.998043490413,0.921875,334,0.743360830483,128
tanh,HLA-B4403,502,21,5,0.48674082756,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.374800637959,0.0,,0.320456540825,0.0,336,,4
tanh,HLA-B4403,502,21,5,0.493079900742,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.374800637959,0.0,,0.320456540825,0.0,336,,8
tanh,HLA-B4403,502,21,5,0.557963132858,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.374800637959,0.0,,0.320456540825,0.0,336,,16
tanh,HLA-B4403,502,21,5,0.719971895218,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.374800637959,0.0,,0.320456540825,0.0,336,,64
tanh,HLA-B4403,502,21,5,0.967086076736,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.374800637959,0.0,,0.320456540825,0.0,336,,128
tanh,HLA-B4403,502,21,10,0.535191059113,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.374800637959,0.0,,0.320456540825,0.0,336,,4
tanh,HLA-B4403,502,21,10,0.636742115021,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.374800637959,0.0,,0.320456540825,0.0,336,,8
tanh,HLA-B4403,502,21,10,0.669760942459,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.374800637959,0.0,,0.320456540825,0.0,336,,16
tanh,HLA-B4403,502,21,10,0.923191070557,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.374800637959,0.0,,0.320456540825,0.0,336,,64
tanh,HLA-B4403,502,21,10,1.21630191803,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.374800637959,0.0,,0.320456540825,0.0,336,,128
tanh,HLA-B4403,502,21,32,0.981460094452,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.374800637959,0.0,,0.320456540825,0.0,336,,4
tanh,HLA-B4403,502,21,32,1.05191493034,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.374800637959,0.0,,0.320456540825,0.0,336,,8
tanh,HLA-B4403,502,21,32,1.10802197456,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.374800637959,0.0,,0.320456540825,0.0,336,,16
tanh,HLA-B4403,502,21,32,1.66087794304,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.374800637959,0.0,,0.320456540825,0.0,336,,64
tanh,HLA-B4403,502,21,32,2.29286003113,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.374800637959,0.0,,0.320456540825,0.0,336,,128
tanh,HLA-B4403,502,21,64,1.54360389709,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.374800637959,0.0,,0.320456540825,0.0,336,,4
tanh,HLA-B4403,502,21,64,1.65341687202,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.374800637959,0.0,,0.320456540825,0.0,336,,8
tanh,HLA-B4403,502,21,64,1.83926892281,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.374800637959,0.0,,0.320456540825,0.0,336,,16
tanh,HLA-B4403,502,21,64,2.59619116783,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.374800637959,0.0,,0.320456540825,0.0,336,,64
tanh,HLA-B4403,502,21,64,3.55684089661,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.374800637959,0.0,,0.320456540825,0.0,336,,128
tanh,HLA-B4403,502,21,128,2.58725905418,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.374800637959,0.0,,0.320456540825,0.0,336,,4
tanh,HLA-B4403,502,21,128,2.75828504562,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.374800637959,0.0,,0.320456540825,0.0,336,,8
tanh,HLA-B4403,502,21,128,2.91414690018,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.374800637959,0.0,,0.320456540825,0.0,336,,16
tanh,HLA-B4403,502,21,128,4.45876598358,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.374800637959,0.0,,0.320456540825,0.0,336,,64
tanh,HLA-B4403,502,21,128,6.44743895531,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.374800637959,0.0,,0.320456540825,0.0,336,,128
tanh,HLA-B4403,502,21,5,0.261671066284,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.817953975849,0.393939393939,0.476717874808,0.950395083406,0.743801652893,336,0.582806950783,4
tanh,HLA-B4403,502,21,5,0.267889022827,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.88630667578,0.620689655172,0.53807681839,0.987543898156,0.888888888889,336,0.65228585573,8
