activation,allele,allele_size,embedding_input_dim,embedding_output_dim,fit_time,impute,imputed_size,layer_sizes,model_params,test_auc,test_f1,test_tau,train_auc,train_f1,train_size,train_tau,layer0_size
tanh,HLA-B0802,486,21,5,0.516063928604,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.958791208791,0.545454545455,0.365852442186,0.994640943194,0.666666666667,323,0.423318992018,4
tanh,HLA-B0802,486,21,5,0.524808883667,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.966117216117,0.0,0.381374548762,0.996248660236,0.761904761905,323,0.400697334685,8
tanh,HLA-B0802,486,21,5,0.586463928223,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.977106227106,0.727272727273,0.328310603028,0.99973204716,0.909090909091,323,0.416132328317,16
tanh,HLA-B0802,486,21,5,0.835090875626,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.946886446886,0.25,0.361159712291,0.995712754555,0.8,323,0.400370668153,64
tanh,HLA-B0802,486,21,5,1.17864108086,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.974358974359,0.444444444444,0.328310603028,0.998928188639,0.761904761905,323,0.413437329429,128
tanh,HLA-B0802,486,21,10,0.555257081985,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.966117216117,0.545454545455,0.316398288679,0.998124330118,0.869565217391,323,0.408945664615,4
tanh,HLA-B0802,486,21,10,0.656071901321,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.974358974359,0.727272727273,0.366213421409,0.998392282958,0.909090909091,323,0.399064002025,8
tanh,HLA-B0802,486,21,10,0.790235042572,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.949633699634,0.25,0.326505706914,1.0,0.909090909091,323,0.436140653395,16
tanh,HLA-B0802,486,21,10,1.05807304382,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.951465201465,0.4,0.298710306768,0.998392282958,0.909090909091,323,0.420950659662,64
tanh,HLA-B0802,486,21,10,1.36317706108,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.964285714286,0.5,0.310261641894,1.0,0.857142857143,323,0.411722330136,128
tanh,HLA-B0802,486,21,32,1.02237010002,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.966117216117,0.5,0.364408525296,0.998660235798,0.909090909091,323,0.400860667951,4
tanh,HLA-B0802,486,21,32,1.10201501846,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.928571428571,0.461538461538,0.310622621116,0.998928188639,0.95652173913,323,0.429198989592,8
tanh,HLA-B0802,486,21,32,1.20020699501,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.945970695971,0.6,0.319286122461,0.999464094319,0.909090909091,323,0.429280656225,16
tanh,HLA-B0802,486,21,32,1.93408179283,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.856227106227,0.25,0.205577667316,0.998928188639,0.909090909091,323,0.435078987167,64
tanh,HLA-B0802,486,21,32,2.57786798477,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.927655677656,0.304347826087,0.269470989731,0.998660235798,0.909090909091,323,0.43573232023,128
tanh,HLA-B0802,486,21,64,1.60455799103,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.942307692308,0.444444444444,0.335530187481,0.999196141479,0.95652173913,323,0.410823997173,4
tanh,HLA-B0802,486,21,64,1.7121720314,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.92032967033,0.470588235294,0.333003332922,0.999196141479,0.95652173913,323,0.395389003541,8
tanh,HLA-B0802,486,21,64,1.83242297173,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.905677655678,0.444444444444,0.287519950865,0.99973204716,0.95652173913,323,0.42144065946,16
tanh,HLA-B0802,486,21,64,2.78684902191,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.92673992674,0.318181818182,0.262973363722,0.999196141479,0.95652173913,323,0.429607322757,64
tanh,HLA-B0802,486,21,64,3.96033501625,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.891941391941,0.152173913043,0.239509714248,0.998660235798,0.909090909091,323,0.433118987975,128
tanh,HLA-B0802,486,21,128,2.64137816429,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.923076923077,0.588235294118,0.340944875821,0.999464094319,0.95652173913,323,0.406740665525,4
tanh,HLA-B0802,486,21,128,2.84811902046,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.923992673993,0.444444444444,0.330476478364,0.999464094319,0.95652173913,323,0.432955654709,8
tanh,HLA-B0802,486,21,128,3.03052306175,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.905677655678,0.325581395349,0.270914906621,0.999196141479,0.95652173913,323,0.433445654507,16
tanh,HLA-B0802,486,21,128,4.79592394829,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.893772893773,0.208955223881,0.255031820824,0.999196141479,0.95652173913,323,0.429933989289,64
tanh,HLA-B0802,486,21,128,7.11255407333,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.873626373626,0.164705882353,0.208465501098,0.998660235798,0.95652173913,323,0.417765660976,128
tanh,HLA-B0802,486,21,5,0.268175840378,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.958791208791,0.0,0.346720543384,0.977759914255,0.555555555556,323,0.319765701408,4
tanh,HLA-B0802,486,21,5,0.299982070923,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.978021978022,0.25,0.327949623805,0.995444801715,0.761904761905,323,0.41376399596,8
tanh,HLA-B0802,486,21,5,0.309150934219,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.941391941392,0.6,0.315315351011,0.996248660236,0.7,323,0.396614003036,16
tanh,HLA-B0802,486,21,5,0.453042030334,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.952380952381,0.25,0.34347173038,0.992497320472,0.666666666667,323,0.415070662088,64
tanh,HLA-B0802,486,21,5,0.608721017838,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.953296703297,0.25,0.340583896599,0.993837084673,0.7,323,0.414825662189,128
tanh,HLA-B0802,486,21,10,0.297742843628,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.989010989011,0.25,0.392203925442,0.988478027867,0.571428571429,323,0.383220675228,4
tanh,HLA-B0802,486,21,10,0.35471701622,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.967032967033,0.25,0.354301107061,0.998660235798,0.857142857143,323,0.426258990805,8
tanh,HLA-B0802,486,21,10,0.381399154663,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.968864468864,0.25,0.364408525296,0.997588424437,0.782608695652,323,0.414743995556,16
tanh,HLA-B0802,486,21,10,0.550786018372,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.921245421245,0.6,0.327949623805,1.0,0.95652173913,323,0.427810656832,64
tanh,HLA-B0802,486,21,10,0.720367908478,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.93956043956,0.2,0.308817725003,1.0,0.95652173913,323,0.400697334685,128
tanh,HLA-B0802,486,21,32,0.537842035294,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.957875457875,0.25,0.35285719017,1.0,0.95652173913,323,0.446838982315,4
tanh,HLA-B0802,486,21,32,0.671344995499,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.977106227106,0.444444444444,0.364408525296,1.0,0.909090909091,323,0.4274839903,8
tanh,HLA-B0802,486,21,32,0.62299489975,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.948717948718,0.5,0.345276626494,1.0,0.909090909091,323,0.438998985549,16
tanh,HLA-B0802,486,21,32,0.942589998245,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.950549450549,0.4,0.326144727692,1.0,0.95652173913,323,0.439815651879,64
tanh,HLA-B0802,486,21,32,1.27857613564,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.943223443223,0.4,0.351774252502,1.0,0.909090909091,323,0.431485655316,128
tanh,HLA-B0802,486,21,64,0.883627891541,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.965201465201,0.444444444444,0.373793985085,1.0,0.95652173913,323,0.437610652789,4
tanh,HLA-B0802,486,21,64,0.893044948578,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.951465201465,0.25,0.340944875821,1.0,0.909090909091,323,0.447492315379,8
tanh,HLA-B0802,486,21,64,0.93838095665,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.952380952381,0.444444444444,0.356466982397,1.0,0.909090909091,323,0.427892323465,16
tanh,HLA-B0802,486,21,64,1.39799404144,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.947802197802,0.444444444444,0.295822472986,0.999196141479,0.909090909091,323,0.430423989087,64
tanh,HLA-B0802,486,21,64,1.99458384514,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.961538461538,0.4,0.340222917376,1.0,0.909090909091,323,0.441040651374,128
tanh,HLA-B0802,486,21,128,1.37572693825,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.966117216117,0.444444444444,0.357188940842,0.99973204716,0.95652173913,323,0.440713984842,4
tanh,HLA-B0802,486,21,128,1.44730901718,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.940476190476,0.4,0.335169208259,0.99973204716,0.95652173913,323,0.441857317703,8
tanh,HLA-B0802,486,21,128,1.53788805008,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.960622710623,0.444444444444,0.339861938153,1.0,0.95652173913,323,0.450513980799,16
tanh,HLA-B0802,486,21,128,2.44113707542,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.979853479853,0.444444444444,0.339500958931,1.0,0.909090909091,323,0.438345652486,64
tanh,HLA-B0802,486,21,128,3.56967687607,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.96336996337,0.25,0.310261641894,1.0,0.909090909091,323,0.438263985853,128
tanh,HLA-B0802,486,21,5,0.49196600914,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.943376068376,0.25,0.367149058288,0.998268612417,0.761904761905,324,0.371951341137,4
tanh,HLA-B0802,486,21,5,0.535375833511,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.964743589744,0.2,0.392652000075,0.992332426416,0.7,324,0.370717379341,8
tanh,HLA-B0802,486,21,5,0.610592126846,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.924145299145,0.285714285714,0.361550851554,0.993569131833,0.631578947368,324,0.38076535396,16
tanh,HLA-B0802,486,21,5,0.830687046051,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.940170940171,0.444444444444,0.385809747401,0.998021271333,0.666666666667,324,0.392135430502,64
tanh,HLA-B0802,486,21,5,1.10720682144,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.978632478632,0.444444444444,0.405714482454,0.999010635667,0.761904761905,324,0.391165889091,128
tanh,HLA-B0802,486,21,10,0.566679954529,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.977564102564,0.4,0.443035860679,0.99628988375,0.818181818182,324,0.395396615246,4
tanh,HLA-B0802,486,21,10,0.693163871765,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.94764957265,0.4,0.411934712158,0.998021271333,0.818181818182,324,0.3852605005,8
tanh,HLA-B0802,486,21,10,0.699911117554,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.913461538462,0.0,0.405092459483,0.997526589166,0.761904761905,324,0.384290959089,16
tanh,HLA-B0802,486,21,10,1.03211188316,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.96688034188,0.222222222222,0.420332022259,0.998021271333,0.782608695652,324,0.397071277683,64
tanh,HLA-B0802,486,21,10,1.4505469799,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.923076923077,0.533333333333,0.374302322448,0.99925797675,0.818181818182,324,0.403064806402,128
tanh,HLA-B0802,486,21,32,1.08520793915,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.919871794872,0.571428571429,0.389541885223,0.998763294583,0.869565217391,324,0.39222357063,4
tanh,HLA-B0802,486,21,32,1.05862307549,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.919871794872,0.444444444444,0.382699632548,0.999752658917,0.818181818182,324,0.40817693384,8
tanh,HLA-B0802,486,21,32,1.16805887222,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.830128205128,0.428571428571,0.316454186199,0.998763294583,0.818181818182,324,0.402271545248,16
tanh,HLA-B0802,486,21,32,1.78468894958,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.878205128205,0.470588235294,0.336980944223,0.9985159535,0.869565217391,324,0.402976666274,64
tanh,HLA-B0802,486,21,32,2.46098780632,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.782051282051,0.363636363636,0.293750347779,1.0,0.916666666667,324,0.411878819225,128
tanh,HLA-B0802,486,21,64,1.60252809525,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.769230769231,0.285714285714,0.297482485601,0.999752658917,0.96,324,0.398040819093,4
tanh,HLA-B0802,486,21,64,1.72322201729,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.724358974359,0.2,0.221284671725,0.999505317833,0.916666666667,324,0.400068042042,8
tanh,HLA-B0802,486,21,64,1.76402115822,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.761752136752,0.206896551724,0.275711681637,0.999010635667,0.916666666667,324,0.404563188582,16
tanh,HLA-B0802,486,21,64,2.74368596077,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.738247863248,0.19512195122,0.249897728365,1.0,0.916666666667,324,0.400156182171,64
tanh,HLA-B0802,486,21,64,3.83659005165,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.682692307692,0.122448979592,0.197958810335,0.999505317833,0.869565217391,324,0.404386908326,128
tanh,HLA-B0802,486,21,128,2.58665084839,True,9361.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.833333333333,0.421052631579,0.336980944223,0.999752658917,0.96,324,0.401302003838,4
tanh,HLA-B0802,486,21,128,2.83975887299,True,9361.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.807692307692,0.347826086957,0.310233956495,1.0,0.96,324,0.403241086659,8
tanh,HLA-B0802,486,21,128,3.0763669014,True,9361.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.668803418803,0.105263157895,0.199202856276,1.0,0.916666666667,324,0.405973430634,16
tanh,HLA-B0802,486,21,128,4.75297307968,True,9361.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.733974358974,0.156862745098,0.252696831731,0.999752658917,0.916666666667,324,0.407736233199,64
tanh,HLA-B0802,486,21,128,6.98807501793,True,9361.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.726495726496,0.163265306122,0.212265338654,1.0,0.916666666667,324,0.400596882812,128
tanh,HLA-B0802,486,21,5,0.290538072586,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.95405982906,0.0,0.373369287992,0.990601038833,0.526315789474,324,0.389491226655,4
tanh,HLA-B0802,486,21,5,0.274791002274,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.973290598291,0.0,0.390785931164,0.966608953747,0.266666666667,324,0.370452958957,8
tanh,HLA-B0802,486,21,5,0.306931018829,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.962606837607,0.4,0.395451103442,0.995795201583,0.375,324,0.388697965501,16
tanh,HLA-B0802,486,21,5,0.487390041351,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.974358974359,0.285714285714,0.418465953347,0.9955478605,0.666666666667,324,0.388169124731,64
tanh,HLA-B0802,486,21,5,0.585176944733,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.943376068376,0.0,0.42219809117,0.997526589166,0.7,324,0.391959150245,128
tanh,HLA-B0802,486,21,10,0.306661128998,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.977564102564,0.285714285714,0.430906412756,0.988127627999,0.470588235294,324,0.382704436781,4
tanh,HLA-B0802,486,21,10,0.374532938004,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.977564102564,0.285714285714,0.404159425028,0.992332426416,0.782608695652,324,0.385701201141,8
tanh,HLA-B0802,486,21,10,0.389804840088,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.96688034188,0.0,0.41442280404,0.996042542666,0.666666666667,324,0.374859965368,16
tanh,HLA-B0802,486,21,10,0.564254045486,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.972222222222,0.285714285714,0.411623700673,0.997526589166,0.761904761905,324,0.393457532425,64
tanh,HLA-B0802,486,21,10,0.703747034073,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.95405982906,0.0,0.376790414329,0.999505317833,0.818181818182,324,0.390901468706,128
tanh,HLA-B0802,486,21,32,0.55735206604,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.976495726496,0.0,0.433083493152,0.999752658917,0.869565217391,324,0.393986373194,4
tanh,HLA-B0802,486,21,32,0.630669116974,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.957264957265,0.285714285714,0.408824597306,1.0,0.916666666667,324,0.39469149422,8
tanh,HLA-B0802,486,21,32,0.620024204254,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.977564102564,0.5,0.40011627572,0.999505317833,0.761904761905,324,0.394074513323,16
tanh,HLA-B0802,486,21,32,0.929799079895,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.944444444444,0.5,0.413800781069,0.99925797675,0.916666666667,324,0.40068502294,64
tanh,HLA-B0802,486,21,32,1.29702496529,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.95405982906,0.666666666667,0.403848413543,1.0,0.818181818182,324,0.394427073836,128
tanh,HLA-B0802,486,21,64,0.881118059158,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.967948717949,0.6,0.430906412756,1.0,0.916666666667,324,0.393016831784,4
tanh,HLA-B0802,486,21,64,0.881067037582,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.96047008547,0.5,0.430906412756,0.999752658917,0.916666666667,324,0.402624105761,8
tanh,HLA-B0802,486,21,64,0.952888011932,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.933760683761,0.5,0.404470436513,1.0,0.916666666667,324,0.403769927428,16
tanh,HLA-B0802,486,21,64,1.4773581028,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.959401709402,0.666666666667,0.416288872951,1.0,0.916666666667,324,0.405797150377,64
tanh,HLA-B0802,486,21,64,2.04803299904,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.948717948718,0.444444444444,0.417221907407,1.0,0.869565217391,324,0.419370730125,128
tanh,HLA-B0802,486,21,128,1.37767291069,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.94764957265,0.6,0.424997194537,1.0,0.96,324,0.405797150377,4
tanh,HLA-B0802,486,21,128,1.44145107269,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.944444444444,0.6,0.419709999288,1.0,0.96,324,0.396454296785,8
tanh,HLA-B0802,486,21,128,1.54264092445,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.956196581197,0.5,0.420332022259,1.0,0.96,324,0.402712245889,16
tanh,HLA-B0802,486,21,128,2.45738601685,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.912393162393,0.6,0.382388621063,1.0,0.916666666667,324,0.410380437046,64
tanh,HLA-B0802,486,21,128,3.60699295998,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.901709401709,0.5,0.397628183838,1.0,0.916666666667,324,0.417255367048,128
tanh,HLA-B0802,486,21,5,0.508714199066,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.961290322581,0.222222222222,0.390705680523,0.997287968442,0.75,325,0.402527534047,4
tanh,HLA-B0802,486,21,5,0.501233100891,True,9362.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [8]}",0.98064516129,0.615384615385,0.367131602195,0.998767258383,0.869565217391,325,0.436548620207,8
tanh,HLA-B0802,486,21,5,0.602620124817,True,9362.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [16]}",0.968817204301,0.222222222222,0.369905023174,0.996548323471,0.818181818182,325,0.412235990342,16
tanh,HLA-B0802,486,21,5,0.825958013535,True,9362.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [64]}",0.951612903226,0.4,0.325183609876,0.998027613412,0.869565217391,325,0.4355528811,64
tanh,HLA-B0802,486,21,5,1.09601306915,True,9362.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'embedding_input_dim': 21, 'layer_sizes': [128]}",0.911827956989,0.0,0.313049893089,0.99926035503,0.869565217391,325,0.436880533243,128
tanh,HLA-B0802,486,21,10,0.563057899475,True,9362.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'embedding_input_dim': 21, 'layer_sizes': [4]}",0.966666666667,0.0,0.375105187511,0.999013806706,0.869565217391,325,0.439203924492,4
