,activation,allele,allele_size,embedding_output_dim,fit_time,impute,imputed_size,layer_sizes,model_params,test_auc,test_f1,test_tau,train_auc,train_f1,train_size,train_tau,layer0_size
0,tanh,HLA-A0201,32876,5,18.8148980141,True,2668.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [4]}",0.882535051725,0.652942080197,0.512248899313,0.909878569511,0.779289787455,21917,0.581493252394,4
1,tanh,HLA-A0201,32876,5,18.422413826,True,2668.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [8]}",0.844316645697,0.664781144781,0.46370373849,0.917281308572,0.785569570616,21917,0.590248797881,8
2,tanh,HLA-A0201,32876,5,18.7464101315,True,2668.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [16]}",0.824635471432,0.66941426252,0.439439095775,0.925319534481,0.797048942757,21917,0.611116875364,16
3,tanh,HLA-A0201,32876,5,18.7460510731,True,2668.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [64]}",0.820137406818,0.626844694308,0.422169048855,0.952667767447,0.845677806006,21917,0.667204760239,64
4,tanh,HLA-A0201,32876,5,19.2150731087,True,2668.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [128]}",0.693399663976,0.526288323549,0.259918533554,0.966649191255,0.862101987072,21917,0.707005204671,128
5,tanh,HLA-A0201,32876,10,18.77029109,True,2668.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [4]}",0.866559935763,0.606159361251,0.494168548362,0.919191943556,0.785672189117,21917,0.599747693895,4
6,tanh,HLA-A0201,32876,10,18.7278470993,True,2668.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [8]}",0.889240407209,0.669595515831,0.505695956121,0.931266557057,0.803410954411,21917,0.620675412693,8
7,tanh,HLA-A0201,32876,10,18.6918478012,True,2668.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [16]}",0.854935340469,0.658172868105,0.476272066228,0.943112957276,0.827555668016,21917,0.646461520697,16
8,tanh,HLA-A0201,32876,10,19.0808970928,True,2668.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [64]}",0.812360981481,0.596709006928,0.413657334906,0.974346843781,0.879791734461,21917,0.737186185541,64
9,tanh,HLA-A0201,32876,10,20.4470500946,True,2668.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [128]}",0.803812207824,0.630199277785,0.399455549342,0.984678431263,0.902920284136,21917,0.787975428127,128
10,tanh,HLA-A0201,32876,32,19.8945059776,True,2668.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [4]}",0.867504881977,0.629324024119,0.4871006439,0.926224365785,0.805813432358,21917,0.608984102902,4
11,tanh,HLA-A0201,32876,32,19.9042859077,True,2668.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [8]}",0.82726482774,0.551158301158,0.435291224471,0.943927036542,0.825963381585,21917,0.643127736571,8
12,tanh,HLA-A0201,32876,32,19.860252142,True,2668.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [16]}",0.822548036174,0.602610807529,0.42140557446,0.961646568581,0.861141148782,21917,0.6904140224,16
13,tanh,HLA-A0201,32876,32,20.5239639282,True,2668.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [64]}",0.770478413018,0.53406159915,0.360133617204,0.987746507911,0.920812182741,21917,0.802523465011,64
14,tanh,HLA-A0201,32876,32,21.3894679546,True,2668.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [128]}",0.776891514848,0.580362195812,0.365857773083,0.990193260825,0.907517899761,21917,0.828436419131,128
15,tanh,HLA-A0201,32876,64,22.4012701511,True,2668.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [4]}",0.860017058486,0.603810454323,0.474844457089,0.925065920257,0.79787642318,21917,0.611289420607,4
16,tanh,HLA-A0201,32876,64,22.5795052052,True,2668.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [8]}",0.832573375725,0.5869297164,0.444725885796,0.944986422034,0.822413793103,21917,0.646176915275,8
17,tanh,HLA-A0201,32876,64,22.7566008568,True,2668.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [16]}",0.797550919467,0.532389937107,0.385077082943,0.961791865416,0.861365235749,21917,0.693194199454,16
18,tanh,HLA-A0201,32876,64,21.9312610626,True,2668.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [64]}",0.812207278515,0.597228300511,0.413368969946,0.987696341961,0.919629932658,21917,0.804647584354,64
19,tanh,HLA-A0201,32876,64,22.0700190067,True,2668.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [128]}",0.782728303228,0.573092603378,0.381805492612,0.990309899839,0.928046251492,21917,0.831055106645,128
20,tanh,HLA-A0201,32876,128,25.4666359425,True,2668.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [4]}",0.864836009836,0.66016504126,0.482946855767,0.924997362245,0.805807392379,21917,0.60792671341,4
21,tanh,HLA-A0201,32876,128,25.2555670738,True,2668.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [8]}",0.850779891757,0.622603895108,0.462529534783,0.943999673603,0.83224734892,21917,0.647756771886,8
22,tanh,HLA-A0201,32876,128,25.314677,True,2668.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [16]}",0.795074539398,0.551692021111,0.38938536927,0.963878985156,0.863392914758,21917,0.698346661531,16
23,tanh,HLA-A0201,32876,128,25.8079888821,True,2668.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [64]}",0.75697902307,0.541836141778,0.339206945738,0.987951891235,0.921714936133,21917,0.807340413304,64
24,tanh,HLA-A0201,32876,128,24.1927011013,True,2668.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [128]}",0.788833672098,0.584624049564,0.38257454646,0.991951322094,0.9370273794,21917,0.836959598644,128
25,tanh,HLA-A0201,32876,5,18.8405501842,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [4]}",0.882974849326,0.702882804578,0.50823251887,0.909178272108,0.771906793567,21917,0.579702277672,4
26,tanh,HLA-A0201,32876,5,18.9724400043,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [8]}",0.86711610068,0.704434829638,0.490051947344,0.915053275385,0.779786251484,21917,0.594551383478,8
27,tanh,HLA-A0201,32876,5,19.1929759979,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [16]}",0.807486762468,0.665163204748,0.413013268641,0.925508379031,0.80365005424,21917,0.611509558328,16
28,tanh,HLA-A0201,32876,5,19.136507988,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [64]}",0.881265821322,0.691506527798,0.48799850716,0.954847397124,0.843561460174,21917,0.669965835513,64
29,tanh,HLA-A0201,32876,5,19.7251570225,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [128]}",0.873058555307,0.672505938242,0.491739499096,0.960697408274,0.844919786096,21917,0.689096796657,128
30,tanh,HLA-A0201,32876,10,18.9703719616,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [4]}",0.829291581213,0.593338497289,0.430456345021,0.918789375887,0.78099849506,21917,0.598038638488,4
31,tanh,HLA-A0201,32876,10,19.2798600197,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [8]}",0.876506388993,0.635502210992,0.50839716144,0.930772224402,0.806668846028,21917,0.621024349237,8
32,tanh,HLA-A0201,32876,10,19.0602390766,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [16]}",0.878199574326,0.703257103257,0.50939532694,0.944155131723,0.829063146998,21917,0.645735356976,16
33,tanh,HLA-A0201,32876,10,19.5680031776,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [64]}",0.764113275234,0.560571428571,0.3520011373,0.976217655794,0.885932050123,21917,0.738794039027,64
34,tanh,HLA-A0201,32876,10,20.4391360283,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [128]}",0.842790698638,0.639766933722,0.452209082619,0.98421695358,0.910358690873,21917,0.776665202941,128
35,tanh,HLA-A0201,32876,32,20.0392930508,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [4]}",0.857326711533,0.599296450272,0.474186530376,0.926384843226,0.801623606726,21917,0.610890728454,4
36,tanh,HLA-A0201,32876,32,19.9360740185,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [8]}",0.862232652222,0.629623944743,0.485343478948,0.940559376871,0.816721527321,21917,0.637104434642,8
37,tanh,HLA-A0201,32876,32,19.8834679127,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [16]}",0.817032752249,0.54821341165,0.416789248213,0.961605114899,0.855534212095,21917,0.689494790598,16
38,tanh,HLA-A0201,32876,32,20.7565410137,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [64]}",0.784845534333,0.582242458736,0.378393600616,0.987646394045,0.921271957943,21917,0.801402435142,64
39,tanh,HLA-A0201,32876,32,21.4279968739,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [128]}",0.749709472325,0.509954058193,0.332324232583,0.991094635385,0.934492827218,21917,0.83307878724,128
40,tanh,HLA-A0201,32876,64,22.5225930214,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [4]}",0.862187377069,0.616145500957,0.478731998762,0.926060168143,0.798588419814,21917,0.608187924024,4
41,tanh,HLA-A0201,32876,64,22.576002121,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [8]}",0.837848476055,0.582880868732,0.445457457667,0.944251211964,0.830235439901,21917,0.644392709798,8
42,tanh,HLA-A0201,32876,64,22.5599958897,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [16]}",0.830048795423,0.586529466791,0.433403109314,0.961751833496,0.858909425771,21917,0.693728314107,16
43,tanh,HLA-A0201,32876,64,21.7567648888,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [64]}",0.785233225538,0.571135230273,0.376822210701,0.985384429343,0.910983534162,21917,0.790435537458,64
44,tanh,HLA-A0201,32876,64,22.1890568733,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [128]}",0.78661506244,0.535553135211,0.375447674965,0.98971019325,0.918455506081,21917,0.829338716488,128
45,tanh,HLA-A0201,32876,128,25.2128469944,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [4]}",0.845138702211,0.616334722866,0.456654340833,0.9258989185,0.80189767919,21917,0.610088053775,4
46,tanh,HLA-A0201,32876,128,25.1550130844,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [8]}",0.831603484573,0.590001547748,0.432253099756,0.942979761319,0.825626959248,21917,0.644833310922,8
47,tanh,HLA-A0201,32876,128,25.312541008,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [16]}",0.800022739318,0.55188532253,0.397396827386,0.964167353064,0.8551317289,21917,0.697143204442,16
48,tanh,HLA-A0201,32876,128,25.5609910488,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [64]}",0.801029421073,0.606195925202,0.400000937307,0.988051423678,0.919452123649,21917,0.805074151062,64
49,tanh,HLA-A0201,32876,128,23.9779191017,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [128]}",0.785959535641,0.567406762444,0.377783602182,0.990941230417,0.933552299141,21917,0.830798214678,128
50,tanh,HLA-A0201,32876,5,18.9778740406,True,2695.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [4]}",0.800350693484,0.646716348393,0.423541564416,0.921365999743,0.791226321037,21917,0.586795907322,4
51,tanh,HLA-A0201,32876,5,18.8901910782,True,2695.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [8]}",0.814270895264,0.664388404431,0.437598963589,0.927360994304,0.794526008105,21917,0.597623560203,8
52,tanh,HLA-A0201,32876,5,19.1222798824,True,2695.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [16]}",0.822987833774,0.674068767908,0.451568984722,0.933903212894,0.809460181721,21917,0.615501142063,16
53,tanh,HLA-A0201,32876,5,19.1682469845,True,2695.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [64]}",0.814342296287,0.66634592254,0.432377721467,0.956227587599,0.849068804966,21917,0.665220948863,64
54,tanh,HLA-A0201,32876,5,19.7268168926,True,2695.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [128]}",0.816400408072,0.667784431138,0.439705378857,0.96805039474,0.874287544028,21917,0.697671191803,128
55,tanh,HLA-A0201,32876,10,19.0501902103,True,2695.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [4]}",0.837216004701,0.687780666509,0.469842334123,0.928375769167,0.804483837331,21917,0.602150740034,4
56,tanh,HLA-A0201,32876,10,19.097671032,True,2695.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [8]}",0.849893101949,0.709134615385,0.490527319904,0.937418236179,0.816444095313,21917,0.619756892698,8
57,tanh,HLA-A0201,32876,10,19.0819270611,True,2695.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [16]}",0.799813132803,0.660303994344,0.420712652845,0.94916651209,0.834294043596,21917,0.647612766326,16
58,tanh,HLA-A0201,32876,10,19.7943410873,True,2695.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [64]}",0.785013899036,0.616887289551,0.391684998098,0.979984503609,0.890536532758,21917,0.737918015917,64
59,tanh,HLA-A0201,32876,10,20.6302850246,True,2695.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [128]}",0.766617779676,0.595821511478,0.386103155893,0.985012722546,0.895653347732,21917,0.775720826915,128
60,tanh,HLA-A0201,32876,32,20.0446560383,True,2695.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [4]}",0.8373278118,0.700457742548,0.469658546682,0.934514452563,0.814598350542,21917,0.613732268969,4
61,tanh,HLA-A0201,32876,32,20.1107211113,True,2695.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [8]}",0.822840544183,0.675553439657,0.455934441065,0.950377149466,0.842091820446,21917,0.648956938019,8
62,tanh,HLA-A0201,32876,32,19.9591581821,True,2695.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [16]}",0.805514513593,0.646457268079,0.4226391157,0.965101796088,0.869598914939,21917,0.692185782112,16
63,tanh,HLA-A0201,32876,32,20.7138330936,True,2695.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [64]}",0.780815555205,0.600847008999,0.392834951275,0.990289159371,0.929900586286,21917,0.801154008963,64
64,tanh,HLA-A0201,32876,32,21.6364140511,True,2695.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [128]}",0.759413089403,0.575268087417,0.372257348502,0.992543674583,0.93326278193,21917,0.829228980575,128
65,tanh,HLA-A0201,32876,64,22.4740519524,True,2695.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [4]}",0.836520962069,0.691358024691,0.473614031484,0.933350538019,0.811394380853,21917,0.613064023008,4
66,tanh,HLA-A0201,32876,64,22.7021100521,True,2695.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [8]}",0.821757919355,0.675605044881,0.452997096916,0.951697662265,0.841631908238,21917,0.646168132928,8
67,tanh,HLA-A0201,32876,64,22.5408818722,True,2695.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [16]}",0.817606067946,0.661107802263,0.441288578818,0.969994643272,0.876171875,21917,0.695655163485,16
68,tanh,HLA-A0201,32876,64,21.8810739517,True,2695.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [64]}",0.76910137252,0.593555375034,0.371281902994,0.991040740148,0.92536916323,21917,0.808649404574,64
69,tanh,HLA-A0201,32876,64,21.9119849205,True,2695.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [128]}",0.78191395003,0.592520775623,0.393228751769,0.993443073212,0.932158119658,21917,0.839749867928,128
70,tanh,HLA-A0201,32876,128,25.4995858669,True,2695.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [4]}",0.825465249431,0.689998892458,0.459921741199,0.932699007515,0.815281658112,21917,0.610580839447,4
71,tanh,HLA-A0201,32876,128,25.1943759918,True,2695.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [8]}",0.820240620358,0.668131868132,0.445720588951,0.952608044347,0.837667924029,21917,0.648727374894,8
72,tanh,HLA-A0201,32876,128,25.3196220398,True,2695.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [16]}",0.818802425702,0.668631380408,0.436278280931,0.97066686882,0.881322957198,21917,0.700233972449,16
73,tanh,HLA-A0201,32876,128,25.5425701141,True,2695.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [64]}",0.788091846352,0.613017751479,0.385840166805,0.991099659248,0.925059792719,21917,0.807441450238,64
74,tanh,HLA-A0201,32876,128,23.9562470913,True,2695.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [128]}",0.775760835133,0.611685625646,0.379678580246,0.991666165643,0.939258881956,21917,0.819393477422,128
75,tanh,HLA-A0201,32876,5,18.8536930084,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [4]}",0.815038774208,0.665299612668,0.440025502851,0.921325141112,0.793588994874,21917,0.587116333774,4
76,tanh,HLA-A0201,32876,5,19.0785560608,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [8]}",0.818400345283,0.676275451842,0.443145092071,0.927631974014,0.804104962328,21917,0.59445407243,8
77,tanh,HLA-A0201,32876,5,18.9685339928,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [16]}",0.821263290129,0.665392426233,0.443744504335,0.93544533891,0.809981318388,21917,0.610848630439,16
78,tanh,HLA-A0201,32876,5,19.1137881279,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [64]}",0.799624964763,0.650195985271,0.411996054053,0.960161503835,0.85875,21917,0.669701208347,64
79,tanh,HLA-A0201,32876,5,19.6989560127,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [128]}",0.796866250877,0.628719948018,0.417225246743,0.97397026302,0.865051425416,21917,0.71550375825,128
80,tanh,HLA-A0201,32876,10,19.2592480183,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [4]}",0.829606708629,0.681914066837,0.461699597962,0.928789624628,0.806325629042,21917,0.604742778368,4
81,tanh,HLA-A0201,32876,10,19.0033829212,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [8]}",0.837073511514,0.683772867665,0.480004187262,0.938263766824,0.823139851967,21917,0.620691540456,8
82,tanh,HLA-A0201,32876,10,19.1674721241,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [16]}",0.82576037366,0.680150517404,0.451750890999,0.951883313528,0.843265676675,21917,0.649922999323,16
83,tanh,HLA-A0201,32876,10,19.5697610378,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [64]}",0.818844085383,0.662623762376,0.440232732289,0.976490675029,0.890893749594,21917,0.726711168379,64
84,tanh,HLA-A0201,32876,10,20.5752449036,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [128]}",0.774379034567,0.607100746758,0.38052244634,0.986116909448,0.909975344839,21917,0.769901987118,128
85,tanh,HLA-A0201,32876,32,20.0188961029,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [4]}",0.831223914554,0.682843081149,0.464593116986,0.93277860349,0.813442537702,21917,0.611456541396,4
86,tanh,HLA-A0201,32876,32,20.0055248737,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [8]}",0.829495573754,0.682805857345,0.461759514551,0.949657415255,0.837323352907,21917,0.645557528917,8
87,tanh,HLA-A0201,32876,32,19.8076069355,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [16]}",0.815938190914,0.666506082139,0.438037633581,0.96694649855,0.867071881607,21917,0.689564610661,16
88,tanh,HLA-A0201,32876,32,20.7652161121,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [64]}",0.793082668868,0.624437877425,0.413319323993,0.989281488777,0.926489226869,21917,0.795309140314,64
89,tanh,HLA-A0201,32876,32,21.3200340271,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [128]}",0.756870486247,0.561345464571,0.366724507335,0.988820497128,0.917267376496,21917,0.821765698582,128
90,tanh,HLA-A0201,32876,64,22.6157920361,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [4]}",0.825592735685,0.669102050436,0.455283737484,0.935625048751,0.821363988633,21917,0.613820538618,4
91,tanh,HLA-A0201,32876,64,22.4300968647,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [8]}",0.813790909607,0.657081749049,0.43766461977,0.95106461467,0.843325646938,21917,0.648052708309,8
92,tanh,HLA-A0201,32876,64,22.4045391083,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [16]}",0.799484615423,0.63287250384,0.417212605461,0.968953191062,0.873272643919,21917,0.691194870562,16
93,tanh,HLA-A0201,32876,64,21.7356991768,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [64]}",0.777887986075,0.602921646746,0.385074134716,0.990939204519,0.932384341637,21917,0.804104442993,64
94,tanh,HLA-A0201,32876,64,22.1729900837,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 64, 'layer_sizes': [128]}",0.775458607137,0.575411207137,0.383634872336,0.992024009122,0.914492062411,21917,0.828972139988,128
95,tanh,HLA-A0201,32876,128,25.1662311554,False,,[4],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [4]}",0.825019565334,0.671638312748,0.458609485612,0.933999433948,0.81394591072,21917,0.612279532283,4
96,tanh,HLA-A0201,32876,128,25.0432529449,False,,[8],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [8]}",0.832288171332,0.683968385042,0.46277441831,0.952038685342,0.837606837607,21917,0.649416028126,8
97,tanh,HLA-A0201,32876,128,25.5026512146,False,,[16],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [16]}",0.811035157137,0.658854795844,0.433054604122,0.97003022821,0.879974034404,21917,0.698077202529,16
98,tanh,HLA-A0201,32876,128,25.4268910885,False,,[64],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [64]}",0.78377083084,0.610734757686,0.391703481179,0.988959053083,0.921905014241,21917,0.795783119591,64
99,tanh,HLA-A0201,32876,128,23.8811898232,False,,[128],"{'activation': 'tanh', 'embedding_output_dim': 128, 'layer_sizes': [128]}",0.773611936856,0.600684390629,0.37937991196,0.993314287897,0.944096232985,21917,0.830162228243,128
100,tanh,HLA-A0201,32876,5,18.9945249557,True,2398.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [4]}",0.896980987957,0.765329757406,0.54108292087,0.912469626404,0.781126796388,21918,0.583309112695,4
101,tanh,HLA-A0201,32876,5,18.9739890099,True,2398.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [8]}",0.891187364394,0.717682663208,0.531224213283,0.917179355083,0.789732953072,21918,0.589122443298,8
102,tanh,HLA-A0201,32876,5,19.1026299,True,2398.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [16]}",0.862365139708,0.683310344828,0.481966882817,0.924782932714,0.795559306629,21918,0.605128055791,16
103,tanh,HLA-A0201,32876,5,19.1862530708,True,2398.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [64]}",0.858095226258,0.658823529412,0.475752576968,0.957122727167,0.847450902599,21918,0.672510357527,64
104,tanh,HLA-A0201,32876,5,19.6227929592,True,2398.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 5, 'layer_sizes': [128]}",0.830022364223,0.632454532638,0.437643603858,0.969147808621,0.875986691891,21918,0.709337699649,128
105,tanh,HLA-A0201,32876,10,19.2763068676,True,2398.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [4]}",0.887640720366,0.710664211868,0.536513389677,0.921960366691,0.797767226999,21918,0.597679392144,4
106,tanh,HLA-A0201,32876,10,19.3278229237,True,2398.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [8]}",0.886491091942,0.725450358933,0.530112724937,0.931977444253,0.807417046194,21918,0.616441490956,8
107,tanh,HLA-A0201,32876,10,19.040722847,True,2398.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [16]}",0.870305621852,0.672800460035,0.503771640511,0.944817914491,0.826813471503,21918,0.642388938446,16
108,tanh,HLA-A0201,32876,10,19.5834310055,True,2398.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [64]}",0.840512496458,0.656749010509,0.463905091736,0.976708713694,0.893603705095,21918,0.741482848335,64
109,tanh,HLA-A0201,32876,10,20.5692510605,True,2398.0,[128],"{'activation': 'tanh', 'embedding_output_dim': 10, 'layer_sizes': [128]}",0.831726546448,0.64123216052,0.447104397541,0.984263972999,0.908464438955,21918,0.78151334166,128
110,tanh,HLA-A0201,32876,32,19.9348771572,True,2398.0,[4],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [4]}",0.876336301311,0.720383036936,0.514099820837,0.928972619397,0.809086937527,21918,0.610102566081,4
111,tanh,HLA-A0201,32876,32,19.9975061417,True,2398.0,[8],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [8]}",0.860163332712,0.670960354945,0.494575200033,0.94369110006,0.827700760238,21918,0.644262393255,8
112,tanh,HLA-A0201,32876,32,19.9806361198,True,2398.0,[16],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [16]}",0.856628190783,0.688379573784,0.480620300811,0.963820433839,0.866802495861,21918,0.690500214528,16
113,tanh,HLA-A0201,32876,32,20.6700921059,True,2398.0,[64],"{'activation': 'tanh', 'embedding_output_dim': 32, 'layer_sizes': [64]}",0.822053844577,0.602022605592,0.427611000953,0.987513491705,0.918520468606,21918,0.802031822649,64
